vehicle_id,batch_id,temperature,voltage,charge_cycles,depth_of_discharge,fast_charge_frequency,current,state_of_charge,state_of_health,internal_resistance,ambient_temperature,battery_age_months,health_score,rul_days,thermal_stress_index,failure_risk,maintenance_due
EV-07802714,BATCH_B,56.4,400.34,482,93.76,5,127.49,43.24,91.37,29.13,44.44,32,56.83,833,17.94,High,No
EV-F2BCA10B,BATCH_C,47.014685474085,397.55,1798,67.21,3,106.24,36.27,80.61786620375896,61.10941031223383,25.05,108,43.32,418,21.96,High,Yes
EV-BC330443,BATCH_A,48.92,381.8,639,66.85,6,-31.35,30.62,82.79,44.63,37.72,39,54.25,718,19.6,High,No
EV-8D3E1C1E,BATCH_B,53.68,408.38,1053,83.27,3,-18.52,39.47,84.68,47.91,42.7,82,49.86,626,10.98,High,Yes
EV-EF5C120A,BATCH_A,44.81,401.99,1054,65.42,4,-67.67,23.79,85.65,40.88,37.52,66,56.08,704,9.11,High,No
EV-25202D03,BATCH_B,37.48,398.89,1387,52.91,6,46.66,86.76,80.39,48.47,30.64,102,54.03,567,11.97,High,No
EV-D5BBAB54,BATCH_A,25.51,396.47,1094,85.79,3,-68.25,55.52,82.78,44.85,18.77,81,63.81,803,6.74,Medium,No
EV-9C914821,BATCH_D,26.9,392.72,1393,77.26,4,-28.76,60.35,83.79,42.05,19.92,92,62.07,675,8.72,Medium,No
EV-D44CECE1,BATCH_B,52.13,391.33,704,71.18,1,19.08,62.66,94.87,23.46,43.53,34,67.56,993,4.3,Medium,No
EV-66E561CD,BATCH_D,24.4,405.62,1293,84.15,7,218.61,61.66,76.65,55.01,15.59,97,49.94,541,17.62,High,Yes
EV-24526B02,BATCH_B,34.47,388.5,979,75.3,4,42.34,43.33,83.09,40.34,26.41,70,65.49,808,10.07,Medium,No
EV-81CE578B,BATCH_D,28.75,401.91,429,66.84,3,11.82,49.11,94.54,24.08,15.13,25,84.05,1194,13.62,Low,No
EV-216B2DA9,BATCH_D,41.1,397.65,1381,68.4,6,-134.47,84.51,76.18,57.89,29.69,95,46.43,474,19.97,High,Yes
EV-915DECDF,BATCH_D,30.19,387.66,1767,91.09,2,138.9,55.67,81.4,49.17,20.83,119,50.77,507,7.02,High,No
EV-0E56B3CA,BATCH_D,48.8,402.07,1210,60.91,0,-136.2,76.92,90.82,29.87,34.53,81,62.06,806,3.57,Medium,No
EV-FCF61357,BATCH_A,47.6,384.42,1193,61.13,4,81.34,66.38,83.66,45.3,33.16,89,48.73,572,18.05,High,Yes
EV-5D61D9D8,BATCH_B,48.5,391.93,121,76.38,1,210.4,56.3,98.78,17.55,34.33,1,80.41,1221,7.09,Low,No
EV-83D7185E,BATCH_B,47.42,389.07,1610,93.55,2,113.39,46.8,85.16,38.11,39.89,112,51.0,558,5.65,High,No
EV-7B6654C8,BATCH_C,41.49290251180308,403.93,1733,86.64,3,-42.39,34.67,73.0897450685204,57.633893780985716,18.28,93,42.23,378,23.21,High,Yes
EV-91284E6A,BATCH_A,42.3,401.99,229,57.68,6,-0.14,69.28,88.94,33.71,30.75,12,75.47,1029,20.21,Medium,No
EV-5A331E2E,BATCH_B,41.66,385.57,887,52.65,1,-76.91,73.14,90.07,33.61,28.52,62,68.92,900,6.57,Medium,No
EV-DC0680F6,BATCH_C,52.817622028608795,406.05,1800,57.48,7,-32.75,46.44,70.0,71.31897118666726,33.81,115,22.87,92,38.02,Critical,Yes
EV-A10F4A47,BATCH_A,42.62,397.47,93,94.44,4,-111.26,56.56,90.48,33.1,37.55,1,79.26,1131,6.34,Medium,No
EV-C385AF32,BATCH_A,52.69,390.11,934,69.33,4,-1.69,82.31,86.95,40.31,42.96,48,50.6,711,12.16,High,No
EV-92FE2363,BATCH_C,53.29919259358506,381.72,1800,66.02,7,-17.9,27.01,70.0,71.56037116846912,34.95,104,21.57,134,36.7,Critical,Yes
EV-F501D866,BATCH_A,56.04,387.46,1036,70.34,4,124.47,80.89,87.2,39.57,43.53,77,47.18,602,15.64,High,Yes
EV-BE5C3F00,BATCH_D,59.17,404.38,1154,50.75,0,-5.92,23.2,92.78,28.52,44.59,84,49.55,657,3.64,High,Yes
EV-6131FC66,BATCH_C,56.50844504208281,398.38,1560,53.66,7,21.17,85.2,75.58141456619927,60.231738093724616,33.2,86,28.36,272,46.62,Critical,Yes
EV-2F17256B,BATCH_B,31.81,389.04,1648,80.29,0,69.5,81.24,82.36,47.63,18.84,111,58.03,647,3.24,High,No
EV-8A3CF488,BATCH_B,39.88,387.3,1646,57.67,1,227.68,68.99,84.67,43.94,29.47,114,56.17,640,5.21,High,No
EV-EF802048,BATCH_A,51.14,391.5,724,62.62,2,137.67,66.62,93.19,28.65,42.87,55,63.85,900,6.2,Medium,No
EV-A7F6F529,BATCH_A,29.63,406.16,1139,91.93,7,156.53,62.05,79.09,55.05,17.71,85,57.51,652,23.84,High,No
EV-FDDC54C9,BATCH_C,60.862106506538126,383.47,1080,53.95,7,-114.34,71.84,74.4526297402816,65.18330309043618,39.25,48,27.36,319,43.22,Critical,Yes
EV-11CD98E3,BATCH_D,27.22,405.41,926,94.09,4,-22.14,45.55,87.47,34.23,16.86,73,66.45,840,12.95,Medium,No
EV-1C78DDE5,BATCH_B,23.29,405.57,1150,64.22,3,176.46,40.78,85.53,39.11,18.2,66,69.54,857,5.09,Medium,No
EV-C0C4EC1C,BATCH_B,39.5,399.96,1039,86.06,2,131.19,61.92,88.1,35.31,33.04,63,69.81,914,4.85,Medium,No
EV-6D25F153,BATCH_C,65.0,394.35,1251,87.29,6,48.01,69.29,72.70115305686248,51.586130856876814,44.91,64,25.08,257,35.16,Critical,Yes
EV-F28E8145,BATCH_B,52.97,388.97,1144,86.68,2,214.95,31.14,87.33,39.71,40.7,89,46.29,619,9.2,High,Yes
EV-CA9970CE,BATCH_A,37.4,390.45,1090,67.61,5,-121.27,70.87,83.92,43.66,27.67,70,61.68,737,14.59,Medium,No
EV-AE1A157D,BATCH_C,34.19074007701371,403.74,1500,88.96,7,-128.35,85.42,71.44439040527614,75.60955525952889,17.92,89,44.12,395,32.54,High,Yes
EV-0BAF54C7,BATCH_C,45.80317806016649,402.06,1767,50.41,6,140.38,60.3,70.6760184557214,54.40111064489523,21.54,114,36.17,272,42.46,Critical,Yes
EV-1DC22443,BATCH_B,35.41,408.35,1494,55.28,1,56.17,43.69,87.81,33.09,25.67,118,66.47,751,4.87,Medium,No
EV-172AEC97,BATCH_D,23.43,394.66,484,80.96,3,231.82,65.7,92.55,29.6,16.02,19,80.95,1111,7.41,Low,No
EV-69B0A050,BATCH_D,52.45,388.26,1283,79.39,7,-3.07,28.4,79.09,51.54,40.95,99,37.25,380,23.0,Critical,Yes
EV-21FE0D24,BATCH_A,26.42,397.18,480,62.32,3,148.14,75.6,85.9,40.1,15.69,15,76.65,1005,10.73,Medium,No
EV-4BD2670D,BATCH_B,30.2,389.76,885,82.12,6,194.88,57.63,81.58,48.99,23.95,49,66.15,809,10.94,Medium,No
EV-71FE4742,BATCH_D,42.04,404.37,1308,71.99,6,57.56,60.93,79.32,53.83,31.68,104,46.06,468,18.13,High,Yes
EV-9F81EFB8,BATCH_A,31.41,385.4,1308,74.96,1,170.21,28.61,85.36,38.34,20.42,96,66.66,791,5.49,Medium,No
EV-A799FCA5,BATCH_B,25.2,402.59,1031,53.81,2,-100.11,40.9,88.36,35.51,17.63,73,71.27,913,5.68,Medium,No
EV-27E8FAFD,BATCH_B,38.48,395.58,698,85.23,3,113.66,51.14,87.26,39.91,24.02,54,67.74,875,14.46,Medium,No
EV-6A7C49D3,BATCH_D,43.3,400.64,1266,79.82,5,-132.11,22.57,79.37,51.82,33.19,88,50.8,567,15.16,High,No
EV-E6F832B1,BATCH_B,40.22,390.77,616,55.78,2,98.93,25.21,93.97,27.1,33.06,38,76.11,1045,5.37,Medium,No
EV-DB65EC0C,BATCH_C,38.535580460248006,387.63,978,69.14,6,127.81,57.51,78.27197066146348,47.47627420384026,27.0,33,57.35,714,20.19,High,No
EV-2B59C32D,BATCH_C,39.89524596975186,409.77,1438,69.51,6,-139.64,62.25,83.04009867519295,54.05368784835795,27.59,72,51.84,586,21.53,High,No
EV-48272934,BATCH_A,55.06,384.39,599,85.91,5,-40.54,26.86,92.43,27.64,42.28,42,53.35,743,19.17,High,No
EV-2F908D3D,BATCH_B,32.55,389.2,679,86.96,1,45.85,57.03,94.34,21.61,20.27,48,82.4,1129,6.14,Low,No
EV-E2F8131C,BATCH_C,63.2900028375348,408.4,1500,67.53,5,-11.93,71.89,79.4338302151843,51.9863001610824,41.9,70,29.47,343,32.09,Critical,Yes
EV-F2073EAC,BATCH_D,25.42,384.66,1015,55.69,4,1.52,71.48,83.92,43.13,15.28,75,65.09,809,12.68,Medium,No
EV-02909FD3,BATCH_A,44.53,393.73,1643,69.75,3,-8.4,52.81,83.82,45.57,35.35,117,51.11,513,9.18,High,No
EV-0C42B774,BATCH_C,43.53474866961638,408.42,1011,68.29,5,-24.91,26.31,86.65886874442424,40.88411522303411,24.16,35,62.53,832,29.06,Medium,No
EV-72C7621A,BATCH_C,65.0,395.26,1614,82.89,4,41.86,56.05,80.92308413762812,47.60900262238731,43.86,70,27.05,313,26.42,Critical,Yes
EV-1A11E51A,BATCH_B,48.58,387.33,1445,83.25,6,230.35,77.64,77.29,58.15,36.08,116,38.8,378,21.88,Critical,Yes
EV-E6AA4D94,BATCH_A,49.06,395.71,1203,60.13,2,-119.95,78.76,87.69,35.59,35.24,77,54.98,718,10.37,High,No
EV-3BAA6FAA,BATCH_C,47.76413911117659,383.4,598,91.13,7,-50.09,57.74,80.7482200703677,48.50545039480558,26.37,6,53.58,680,42.79,High,No
EV-D24223AD,BATCH_B,29.57,407.99,341,78.93,6,180.29,22.48,86.45,43.66,21.52,0,72.97,1007,14.09,Medium,No
EV-BA54F991,BATCH_D,36.83,389.86,1667,65.93,0,-147.94,82.31,88.12,34.27,25.67,114,65.45,762,2.79,Medium,No
EV-C60D2914,BATCH_B,27.96,382.54,843,73.14,0,-88.52,28.67,93.0,33.57,18.04,51,77.87,1065,2.48,Medium,No
EV-99DE249E,BATCH_D,30.73,388.98,129,69.28,4,-77.13,76.81,92.87,29.62,21.78,0,87.03,1216,11.19,Low,No
EV-9EB2FDDB,BATCH_A,31.67,380.17,946,89.76,2,133.69,27.75,89.72,30.13,19.2,56,76.2,988,9.35,Medium,No
EV-0CCD9488,BATCH_C,50.76928702725467,380.95,438,79.98,7,229.35,87.18,81.329321657559,48.16567595957369,27.63,5,54.46,752,46.28,High,No
EV-ACD975EB,BATCH_B,33.52,403.78,746,55.68,6,-12.35,20.96,83.45,43.92,18.94,41,70.73,912,25.52,Medium,No
EV-3678ECF6,BATCH_B,56.66,393.03,297,63.03,6,44.37,73.26,88.48,36.21,44.29,6,54.88,844,21.65,High,No
EV-DA5DF9F2,BATCH_B,35.15,405.93,1076,94.74,2,-51.06,77.44,89.51,38.11,22.48,79,68.51,850,9.5,Medium,No
EV-978B17F3,BATCH_B,34.21,398.87,822,56.69,2,-101.82,48.09,90.76,33.23,20.66,60,76.96,982,10.16,Medium,No
EV-5A8574C3,BATCH_C,37.33124341185597,405.93,725,67.12,7,59.99,69.01,80.49924143022335,45.83349723561582,15.53,24,61.94,812,43.6,Medium,No
EV-CF70550C,BATCH_D,26.94,408.29,1060,82.02,4,-51.21,82.66,87.79,37.65,18.3,82,67.3,840,10.8,Medium,No
EV-46ADFC9E,BATCH_B,43.03,388.56,110,62.61,0,92.61,50.16,97.36,19.9,34.81,5,83.63,1266,2.05,Low,No
EV-DA7B127F,BATCH_C,42.51292102709675,380.41,1365,74.83,7,194.79,43.18,70.0,67.08862063621832,24.13,62,40.53,381,36.77,High,Yes
EV-75B5599D,BATCH_C,53.08330181480771,383.19,848,78.33,5,90.73,22.87,77.82339946107791,52.25500639517884,32.53,30,49.45,572,30.83,High,Yes
EV-2743A685,BATCH_A,33.78,402.83,1769,74.01,5,-88.53,28.95,80.67,51.11,24.04,120,48.92,448,14.61,High,Yes
EV-83EDFC0F,BATCH_D,51.33,401.52,1019,90.99,5,-122.92,49.33,87.72,35.62,41.85,70,48.18,651,14.22,High,Yes
EV-A1C1CFA7,BATCH_A,42.19,381.36,608,75.48,4,167.76,68.57,89.9,31.64,35.9,21,71.54,958,7.86,Medium,No
EV-0D6229D4,BATCH_D,32.48,391.52,1078,85.07,1,10.34,39.0,91.79,32.17,19.97,63,76.83,989,6.25,Medium,No
EV-3059B246,BATCH_B,37.85,407.86,131,73.08,3,51.53,70.44,98.14,18.41,32.76,0,86.59,1277,5.09,Low,No
EV-4311A1E9,BATCH_C,53.25139476344332,385.13,960,52.05,6,-54.71,22.74,85.60565144528577,43.14621318306922,36.25,38,49.23,652,29.75,High,Yes
EV-AADE04EB,BATCH_B,23.51,398.15,1417,66.61,1,-116.7,69.38,86.66,37.49,15.04,105,69.22,854,4.24,Medium,No
EV-91626B76,BATCH_C,62.20476677158679,409.56,1565,78.17,7,-145.84,44.88,74.0801278814968,57.006384895547384,41.95,92,17.66,132,40.51,Critical,Yes
EV-41D5EF7C,BATCH_A,52.44,396.53,1349,86.76,4,-61.74,38.82,85.25,42.99,41.1,92,44.13,506,14.17,High,Yes
EV-581A3844,BATCH_D,46.23,384.45,506,71.56,3,48.38,52.16,89.31,36.27,36.89,19,70.6,947,9.34,Medium,No
EV-4AB4AEAD,BATCH_B,50.1,388.46,629,63.96,7,204.1,77.22,87.94,38.26,43.3,24,59.65,783,13.6,High,No
EV-CE8C1065,BATCH_B,37.34,399.35,219,68.11,1,139.72,29.61,94.01,25.68,27.79,8,89.13,1298,4.78,Low,No
EV-DC371C8F,BATCH_A,32.62,380.41,1025,87.37,6,223.87,29.25,84.3,43.3,26.52,77,59.92,745,10.67,High,No
EV-A685C375,BATCH_A,43.86,403.75,531,74.41,0,177.3,79.69,93.65,29.9,38.77,34,76.63,1107,1.27,Medium,No
EV-A90177E4,BATCH_A,51.71,404.46,421,63.83,7,41.56,37.07,87.85,37.0,37.79,25,56.01,788,27.84,High,No
EV-678F82E9,BATCH_C,26.10210420669369,396.34,1602,54.62,3,204.58,49.07,81.42324858940128,49.74383055712108,15.64,80,59.43,649,10.46,High,No
EV-A8BC7EB6,BATCH_C,65.0,400.6,1506,82.17,5,210.65,54.43,71.37533511788777,49.3381427238366,42.65,83,22.75,180,33.53,Critical,Yes
EV-E15C06BE,BATCH_A,40.06,382.54,1156,51.95,1,-89.56,50.0,86.63,36.14,25.81,78,63.68,766,7.13,Medium,No
EV-A401D968,BATCH_C,45.34234355414292,389.05,1442,86.79,7,-10.65,27.27,70.0,70.43306682219233,19.51,76,34.39,300,51.66,Critical,Yes
EV-A148745A,BATCH_A,44.8,384.43,1251,70.1,2,168.74,88.34,87.52,38.14,38.33,100,57.48,669,4.85,High,No
EV-98AEDB15,BATCH_A,51.57,382.71,513,94.76,6,-77.25,46.95,90.06,36.84,43.79,14,55.06,783,13.62,High,No
EV-2CE270A7,BATCH_C,52.399081216393796,403.81,1437,65.01,7,170.86,65.78,70.94897705594099,63.387706468448144,35.8,63,33.17,290,33.2,Critical,Yes
EV-5A333C32,BATCH_B,43.58,404.34,680,59.87,6,-115.1,45.32,90.09,35.55,30.81,49,64.49,878,22.35,Medium,No
EV-73045B5C,BATCH_B,46.33,407.63,1354,52.68,5,-10.26,79.41,83.79,43.59,31.75,108,46.62,520,21.87,High,Yes
EV-03C07641,BATCH_B,50.58,407.94,729,68.95,2,-65.71,35.72,92.79,28.5,40.06,37,62.48,872,7.89,Medium,No
EV-96918EA8,BATCH_B,48.95,392.74,303,52.43,6,-107.6,60.71,88.76,35.46,36.99,15,68.33,928,20.93,Medium,No
EV-DCAABA3F,BATCH_D,24.56,382.37,1638,53.47,2,77.67,76.96,84.5,46.39,15.91,107,66.22,714,6.49,Medium,No
EV-5651F90F,BATCH_B,49.79,400.96,1307,63.48,7,14.61,43.61,80.09,52.64,37.31,97,39.71,415,24.96,Critical,Yes
EV-7868E9D5,BATCH_A,28.22,398.13,538,57.81,2,-85.86,47.75,93.53,21.8,16.8,36,86.21,1179,8.56,Low,No
EV-D3B095A4,BATCH_D,52.59,401.28,1326,69.07,4,-87.28,88.12,82.79,50.65,42.57,87,41.72,470,12.53,High,Yes
EV-0980B9D1,BATCH_D,40.76,385.51,350,83.57,6,73.72,78.92,92.5,27.09,33.57,16,72.6,1025,12.58,Medium,No
EV-30287EE3,BATCH_D,46.47,404.1,942,79.1,6,-72.11,27.59,85.26,42.44,39.82,61,50.96,638,11.64,High,No
EV-01F6E6D1,BATCH_A,23.66,396.25,910,52.94,5,88.84,72.96,84.06,44.07,15.84,46,69.35,873,11.73,Medium,No
EV-7436DA78,BATCH_C,52.37225703148596,388.08,843,93.95,5,75.92,59.46,78.85419707795896,60.395091414198646,34.15,24,46.85,625,27.33,High,Yes
EV-3986D903,BATCH_A,38.15,391.72,734,66.01,6,-98.19,67.23,86.2,42.5,30.01,45,66.99,883,14.24,Medium,No
EV-3617B11A,BATCH_C,48.19408287004526,380.71,1213,85.82,3,40.78,80.82,80.03626018352016,40.51752859571605,30.07,52,56.71,697,18.12,High,No
EV-56C8E272,BATCH_A,50.76,403.06,1260,57.25,3,235.47,56.14,86.36,37.45,39.22,91,48.44,598,11.54,High,Yes
EV-EF484E45,BATCH_C,42.35110627836143,408.2,1039,51.8,7,135.1,67.8,75.80099138529675,58.52404528271577,23.73,57,50.14,593,37.24,High,No
EV-99E67BCD,BATCH_A,46.09,406.03,1293,85.88,2,208.05,54.92,87.76,35.16,37.99,103,55.31,652,6.08,High,No
EV-7E5C5BBD,BATCH_D,27.64,390.9,616,54.02,4,-78.33,74.04,88.38,35.48,19.84,40,75.42,975,9.75,Medium,No
EV-734C784D,BATCH_C,49.91939214296886,383.72,1167,75.59,7,-134.16,80.13,73.57267734106784,64.88835643653809,34.51,60,31.83,378,30.82,Critical,Yes
EV-01388355,BATCH_C,50.22042560268869,406.27,981,80.72,7,98.25,65.07,74.927649649322,46.06942945916669,30.18,47,43.37,490,40.08,High,Yes
EV-13A98E8B,BATCH_A,45.64,386.69,686,89.34,2,117.66,44.43,94.82,28.29,32.1,37,71.27,1015,10.15,Medium,No
EV-3B2CDC21,BATCH_D,25.07,383.25,1307,93.18,7,8.78,50.32,79.46,49.98,18.27,82,53.14,586,13.6,High,No
EV-965FF18C,BATCH_D,36.31,386.38,587,83.36,5,-104.27,51.82,87.06,38.29,25.27,42,70.89,930,16.56,Medium,No
EV-FB01C9EB,BATCH_B,29.92,398.03,844,67.11,3,224.58,45.3,88.79,33.43,24.61,60,72.74,915,5.31,Medium,No
EV-D1317191,BATCH_D,26.57,402.76,879,69.03,0,-49.17,32.33,94.63,20.63,21.34,60,85.48,1161,1.31,Low,No
EV-1791C384,BATCH_B,31.19,393.54,286,68.89,6,-64.36,82.52,88.44,30.99,17.45,8,78.04,1077,24.05,Medium,No
EV-1E2B49FB,BATCH_B,51.14,408.9,1349,63.36,1,-70.56,85.94,85.31,40.9,41.85,106,53.35,637,4.64,High,No
EV-74D501FC,BATCH_D,53.34,407.38,1044,75.66,2,179.21,59.26,86.59,36.39,43.97,60,53.03,692,7.03,High,No
EV-363CBD46,BATCH_B,39.57,408.17,454,83.43,2,144.69,42.16,94.35,24.29,24.71,9,82.99,1207,11.14,Low,No
EV-84665312,BATCH_B,38.14,403.76,1652,80.33,2,-44.88,70.56,85.01,42.39,29.98,114,57.0,612,6.12,High,No
EV-B25022EB,BATCH_D,44.95,381.09,1554,83.56,7,-74.94,68.75,79.41,51.49,34.17,120,39.1,367,21.56,Critical,Yes
EV-4CBFFF50,BATCH_B,39.96,409.15,1155,75.96,3,-144.25,76.96,85.09,39.59,25.44,76,62.69,757,14.52,Medium,No
EV-00A87E6D,BATCH_A,47.47,393.68,663,68.47,1,-9.12,57.97,94.05,24.84,35.98,38,74.37,1016,5.75,Medium,No
EV-8EFA6852,BATCH_C,46.5055065614195,397.85,731,74.42,7,2.63,79.16,83.02751637294199,44.46376489593845,27.85,14,57.37,764,37.31,High,No
EV-8D2BA7FE,BATCH_A,45.65,392.34,235,72.34,1,150.69,84.91,95.02,24.98,34.49,11,82.39,1145,5.58,Low,No
EV-63C938AF,BATCH_A,48.55,386.36,1249,84.96,0,70.64,28.02,90.6,27.25,35.03,81,59.03,798,3.38,High,No
EV-1BD1B831,BATCH_D,40.59,401.12,409,83.35,7,-146.96,46.23,85.43,39.36,27.39,15,66.16,941,26.4,Medium,No
EV-4A2988C1,BATCH_B,49.03,405.15,963,85.78,4,15.89,36.91,82.6,44.8,41.39,64,54.53,712,9.55,High,No
EV-EA1C52F9,BATCH_D,28.34,404.5,105,86.9,0,89.98,43.46,98.92,15.0,19.6,4,100.0,1470,2.18,Low,No
EV-71D353BC,BATCH_D,32.22,404.86,694,86.06,6,81.14,29.02,87.0,37.21,20.78,30,70.9,924,20.02,Medium,No
EV-11809D87,BATCH_D,52.3,393.12,1254,54.48,6,170.47,55.3,81.64,51.56,42.13,93,42.23,444,17.8,High,Yes
EV-24596241,BATCH_D,50.5,382.8,1467,69.68,2,101.56,61.53,87.67,38.23,43.46,107,51.01,624,5.28,High,No
EV-1C5D8B62,BATCH_A,37.4,402.03,1276,94.25,1,103.79,74.43,85.71,41.13,32.15,79,64.44,746,2.62,Medium,No
EV-C14059D0,BATCH_B,34.21,401.79,523,86.32,4,1.24,38.23,90.62,37.22,20.81,30,73.54,1003,16.75,Medium,No
EV-A85F8E3F,BATCH_A,45.2,397.38,512,54.65,2,33.65,61.71,94.16,25.95,33.82,35,74.55,1022,8.54,Medium,No
EV-1108DCA2,BATCH_A,47.77,394.83,410,66.26,4,185.33,47.36,91.33,29.38,41.84,18,64.57,963,7.41,Medium,No
EV-C93FE8E6,BATCH_D,31.8,382.29,1273,80.93,6,0.1,41.95,82.74,46.75,17.21,101,57.37,657,25.53,High,No
EV-CC81EBFD,BATCH_D,38.0,399.79,1368,78.4,2,191.92,28.2,86.19,42.13,23.96,103,60.92,732,10.53,Medium,No
EV-3140C554,BATCH_C,42.287447209429814,407.8,1103,58.68,2,-138.18,21.61,80.10125742041389,37.957884569955795,19.75,44,60.4,756,16.9,Medium,No
EV-BC988612,BATCH_B,33.87,408.2,253,62.04,2,42.63,86.73,93.37,25.88,21.59,3,87.42,1216,9.21,Low,No
EV-2564DC02,BATCH_C,49.07876443617474,393.08,1755,92.59,7,218.94,37.51,80.74105398895976,59.85153232086069,29.01,90,38.48,331,40.14,Critical,Yes
EV-35C23F51,BATCH_C,46.29045847932346,397.89,709,62.23,7,-22.5,27.53,78.22084494129118,55.67894677763421,28.0,21,51.4,635,36.58,High,No
EV-4697F6B3,BATCH_A,51.27,392.29,819,77.17,0,200.9,86.53,95.65,22.18,43.74,57,69.65,981,1.88,Medium,No
EV-D5193FCC,BATCH_C,37.34964284368155,403.73,1025,66.1,3,-120.94,65.99,92.54367000411531,33.252924140311855,20.4,50,75.62,994,16.95,Medium,No
EV-A87FC473,BATCH_C,60.36048468502354,391.57,850,77.08,7,60.9,27.2,71.88335979891791,57.247501408020554,41.96,27,33.57,405,36.8,Critical,Yes
EV-0A4AC722,BATCH_D,33.94,394.96,693,94.56,3,18.49,28.69,88.29,35.03,20.91,40,79.33,1033,13.03,Medium,No
EV-9D1E6399,BATCH_B,27.3,380.54,1129,85.25,6,80.3,20.33,83.58,43.52,22.09,76,59.34,725,9.12,High,No
EV-34BF2F2E,BATCH_D,26.44,395.83,549,65.18,6,-143.49,52.89,84.15,43.23,16.11,36,70.47,919,18.08,Medium,No
EV-4EDFE6B1,BATCH_D,32.98,382.39,1308,84.86,4,47.53,23.3,83.03,46.9,24.52,92,61.68,712,10.57,Medium,No
EV-EBFE1B51,BATCH_C,60.60834238599662,383.64,1555,66.83,7,97.19,22.05,70.72864305901972,70.22859040360069,40.46,89,21.93,159,40.3,Critical,Yes
EV-52BF5C18,BATCH_D,34.75,391.07,473,90.63,1,245.83,85.39,91.88,30.59,20.73,28,79.78,1110,7.01,Medium,No
EV-FE713DEC,BATCH_A,24.48,387.91,468,80.96,1,166.65,46.57,98.47,15.91,16.44,33,87.73,1259,4.02,Low,No
EV-A67D46E3,BATCH_B,26.79,384.44,1536,76.29,7,190.06,82.68,74.11,61.2,18.6,118,46.69,408,16.38,High,Yes
EV-FA1B428F,BATCH_D,43.95,409.29,1132,64.49,3,142.35,35.81,85.81,42.5,32.34,85,58.83,717,11.61,High,No
EV-F626FFD5,BATCH_C,44.70144402472416,387.27,1800,79.12,3,192.35,68.65,79.2952452870363,57.344989538798885,25.59,98,44.06,437,19.11,High,Yes
EV-29AA0912,BATCH_D,38.03,404.42,1495,84.27,3,55.57,41.94,82.26,47.16,29.63,104,53.83,586,8.4,High,No
EV-B85A6A5F,BATCH_C,57.69478052746237,383.9,1665,91.25,5,4.23,51.67,77.29046527351146,54.568384344510285,40.43,90,29.44,276,25.9,Critical,Yes
EV-25AAAA7A,BATCH_B,33.18,402.35,1251,60.83,1,207.64,33.09,89.71,33.0,19.42,87,73.19,906,6.88,Medium,No
EV-ADCF656E,BATCH_A,31.74,396.51,1041,65.95,7,-65.17,47.78,82.21,45.96,25.56,60,61.67,737,12.36,Medium,No
EV-C97E6DE5,BATCH_D,36.94,381.47,1000,67.21,0,221.21,33.58,91.68,26.08,28.24,65,77.91,1055,2.17,Medium,No
EV-529397DA,BATCH_B,40.83,393.01,752,80.65,4,108.54,87.13,87.3,36.83,30.89,51,67.16,882,12.42,Medium,No
EV-DA7B74A9,BATCH_B,39.65,395.96,245,62.4,0,203.04,68.97,100.0,15.0,32.26,14,92.98,1353,1.85,Low,No
EV-8A94DA31,BATCH_D,34.84,400.75,851,72.28,1,-81.59,34.25,91.2,31.81,21.6,50,81.2,1075,6.62,Low,No
EV-FB9565FA,BATCH_C,57.02667766630172,395.1,1757,81.52,6,40.7,41.37,71.88887500990612,63.924546339410945,37.02,90,23.54,159,35.01,Critical,Yes
EV-BF527140,BATCH_B,55.53,392.84,787,50.94,2,239.75,81.69,90.73,31.69,43.87,42,61.55,848,8.75,Medium,No
EV-1D25D77B,BATCH_B,54.92,394.65,1086,61.14,5,-106.25,77.32,81.57,48.0,44.09,86,41.87,520,16.24,High,Yes
EV-5222AD0C,BATCH_C,58.90781045778044,383.0,1800,86.18,5,-15.73,54.35,74.73591478537818,50.82536845477591,37.65,106,29.78,243,31.89,Critical,Yes
EV-736D3307,BATCH_D,50.21,403.24,242,88.56,4,210.87,61.7,94.82,24.19,36.3,1,71.82,1083,17.39,Medium,No
EV-43CD3204,BATCH_A,28.54,386.61,723,94.73,0,-7.12,22.16,96.41,23.7,19.44,34,87.52,1190,2.27,Low,No
EV-FDC5E464,BATCH_D,35.37,399.16,707,93.45,1,200.86,67.52,91.54,31.18,20.82,46,81.38,1076,7.27,Low,No
EV-2CD25F47,BATCH_D,34.75,406.64,1663,67.6,2,16.92,89.58,85.41,44.65,22.96,112,59.24,627,8.84,High,No
EV-E4161883,BATCH_C,52.36190577577575,403.86,563,75.5,7,167.01,44.29,75.30766969460795,46.19131088870149,40.03,24,45.98,632,24.66,High,Yes
EV-4389D07A,BATCH_B,31.99,403.99,990,50.7,2,-133.62,39.81,89.74,33.89,24.11,66,72.31,899,5.91,Medium,No
EV-A3FBEC18,BATCH_A,23.67,405.02,372,52.25,4,-94.91,81.51,91.75,25.86,15.15,6,86.52,1195,10.65,Low,No
EV-DD1EEF97,BATCH_B,51.85,397.56,320,53.63,2,-62.46,53.12,100.0,19.62,44.88,11,75.31,1127,5.23,Medium,No
EV-955BCED2,BATCH_C,50.36816270701015,406.79,984,91.41,7,88.82,32.13,81.86823641096643,57.60660358544489,26.97,31,42.38,501,46.8,High,Yes
